cluster,phase,country,iso3,date,meeting_id,speech_id,unit_id,speaker_name,violence_type,attribution,positive_negative,transcend,imperialism,relation_type,confidence_mean,evidence_verified_all,evidence_quote,paragraph_text,signature_codes_matched
C1,P2_post_icj,China,CHN,2024-02-27,S/PV.9560,S/PV.9560#12,6ed0ea1bbf0a953a,Mr. Dai Bing,VS,ATR-ISR,PN1,,I1,,0.875,1,"We call on Israel, as the occupying Power, to earnestly fulfil its obligations under the Geneva Conventions, fully cooperate in the implementation of Security Council resolutions, open all land, sea and air access routes and ensure the safe, rapid and unimpeded entry of humanitarian supplies. || We call on Israel, as the occupying Power, to earnestly fulfil its obligations under the Geneva Conventions, fully cooperate in the implementation of Security Council resolutions, open all land, sea and air access routes and ensure the safe, rapid and unimpeded entry of humanitarian supplies. || We call on Israel, as the occupying Power, to earnestly fulfil its obligations under the Geneva Conventions, fully cooperate in the implementation of Security Council resolutions, open all land, sea and air access routes and ensure the safe, rapid and unimpeded entry of humanitarian supplies.","Humanitarian assistance is what the people of Gaza rely on and is their hope for survival. With a view to protecting civilians and expanding humanitarian access, the Security Council adopted resolutions 2712 (2023) and 2720 (2023). However, due to artificial obstacles, the entry of humanitarian supplies into Gaza has faced many difficulties. For nearly a month now, the humanitarian supplies received in Gaza have been far below the average of previous periods, and northern Gaza has not received any humanitarian aid. We call on Israel, as the occupying Power, to earnestly fulfil its obligations under the Geneva Conventions, fully cooperate in the implementation of Security Council resolutions, open all land, sea and air access routes and ensure the safe, rapid and unimpeded entry of humanitarian supplies.",attribution__ATR-ISR|violence_type__VS
C1,P3-P5_ceasefire_1_to_ceasefire_2,Malaysia,MYS,2025-01-24,S/PV.9841 (Resumption 2),S/PV.9841 (Resumption 2)#2,55792512ab69f788,Mr. Muhamad,VD,ATR-ISR,,,,,0.9,1,Israel's occupation forces are escalating their violent operations in the West Bank || Israel's occupation forces are escalating their violent operations in the West Bank,"It is, however, concerning that just as the world sees a glimmer of hope in Gaza, Israel’s occupation forces are escalating their violent operations in the West Bank and illegal settlers intensify their expansion of the illegal settlements, destroying Palestinian homes and properties. Those provocative acts have the potential to undermine the fragile ceasefire in Gaza.",attribution__ATR-ISR|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Algeria,DZA,2025-03-21,S/PV.9883,S/PV.9883#16,dcbf6958e2bf72c0,Mr. Bendjama,VD|VS,ATR-ISR|NONE,,T1,,,0.817,1,"nearly 900 Palestinians, including 180 children, have been killed and 4,000 have been injured || nearly 900 Palestinians, including 180 children, have been killed and 4,000 have been injured || We must ask ourselves honestly: is that the behaviour of a party that seeks peace?","In the West Bank and since 7 October 2023, nearly 900 Palestinians, including 180 children, have been killed and 4,000 have been injured. At the same time, more than 10,000 housing units are being built for Israeli settlers, and 50 Israeli outposts have been constructed — an unprecedented number. Settler violence continues with total impunity. And reports document an average of 120 incidents of settler violence in the West Bank every month. Those are blatant violations of United Nations resolutions, in particular resolution 2334 (2016). We must ask ourselves honestly: is that the behaviour of a party that seeks peace?",attribution__ATR-ISR|violence_type__VS|violence_type__VD|transcend__T1
C1,P3-P5_ceasefire_1_to_ceasefire_2,Somalia,SOM,2025-07-23,S/PV.9963,S/PV.9963#20,12e2aadc61645f5c,Mr. Mohamed Yusuf,VS,ATR-ISR,PN1|PN3,T3,,SYM,0.875,1,the unjust blockade imposed on the Gaza Strip || the unjust blockade imposed on the Gaza Strip || we welcome the initiative of the Kingdom of Saudi Arabia and France at the end of this month to reaffirm the international consensus in support of the two-State solution and renew the commitment to collective action to that end.,"Somalia reiterates its demand for an immediate and comprehensive ceasefire, the lifting of the unjust blockade imposed on the Gaza Strip and the guarantee of aid delivery in a sustainable and safe manner, in accordance with the principles of international humanitarian law. We also reaffirm our unwavering position in support of the inalienable right of the Palestinian people to self-determination and the establishment of their independent State on the borders of 4 June 1967, with East Jerusalem as its capital, in accordance with the relevant international resolutions. In that context, we welcome the initiative of the Kingdom of Saudi Arabia and France at the end of this month to reaffirm the international consensus in support of the two-State solution and renew the commitment to collective action to that end.",attribution__ATR-ISR|violence_type__VS
C1,P3-P5_ceasefire_1_to_ceasefire_2,Syrian Arab Republic,SYR,2025-07-29,S/PV.9963 (Resumption 2),S/PV.9963 (Resumption 2)#18,52e20ea6f589750b,Mr. Baghdadi,,,PN0,T0,I1,ANTI,0.825,1,"oblige the occupying authorities to withdraw their forces from Syrian territories, including the Golan and the areas that they have recently penetrated || oblige the occupying authorities to withdraw their forces from Syrian territories, including the Golan and the areas that they have recently penetrated. || put an end to its aggressions, preventing them from reoccurring, and oblige the occupying authorities to withdraw their forces from Syrian territories, including the Golan and the areas that they have recently penetrated.","Israeli bullying, put an end to its aggressions, preventing them from reoccurring, and oblige the occupying authorities to withdraw their forces from Syrian territories, including the Golan and the areas that they have recently penetrated.",transcend__T0|relation_type__ANTI
C1,P3-P5_ceasefire_1_to_ceasefire_2,Russian Federation,RUS,2025-04-29,S/PV.9907,S/PV.9907#21,bcb366bfbad22663,Mr. Nebenzia,VD|VS,ATR-ISR,,,,,0.9,1,"ongoing military operation in the West Bank, known as Iron Wall, which has engulfed Jenin, Tulkarm and a number of other communities || ongoing military operation in the West Bank, known as Iron Wall, which has engulfed Jenin, Tulkarm and a number of other communities || approximately 16,000 Palestinians have been detained there... 10,600 housing units were erected or approved in the West Bank and East Jerusalem, 13 blocks were retroactively authorized and 850 new checkpoints were set up","The ongoing military operation in the West Bank, known as Iron Wall, which has engulfed Jenin, Tulkarm and a number of other communities, has followed the same logic. Since 7 October 2023, approximately 16,000 Palestinians have been detained there. The number of Palestinians who fled their homes in the West Bank is the highest since 1967. The construction of settlements is proceeding at a record pace. Between December 2024 and mid-March 2025, 10,600 housing units were erected or approved in the West Bank and East Jerusalem, 13 blocks were retroactively authorized and 850 new checkpoints were set up. That effectively spells the death of the possibility of establishing a viable and territorially contiguous Palestinian State.",attribution__ATR-ISR|violence_type__VS|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Iraq,IRQ,2025-09-11,S/PV.9992,S/PV.9992#30,e74b8f80744f72e5,Mr. Al Faily,VD|VS,ATR-ISR,,T0,,,0.87,1,This attack is an instance of State terrorism. || This attack is an instance of State terrorism. || This attack is an instance of State terrorism,"This attack is an instance of State terrorism. It comes in the context of systematic policies and continuous attempts by the Israeli entity to undermine security and stability in the region. We cannot take lightly this reckless behaviour, this constant toying with the security of the region and these attacks on the security and sovereignty of States.",attribution__ATR-ISR|violence_type__VS|transcend__T0|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Russian Federation,RUS,2025-08-27,S/PV.9987,S/PV.9987#16,62a49dcd3d6d1816,Mr. Polyanskiy,VD|VS,ATR-ISR,,,,,0.875,1,"more than 1,800 Palestinians have died trying to obtain humanitarian assistance. At least 1,000 of them were in close proximity to the distribution points that were managed by this pseudo-humanitarian structure. According to reports, civilians have been targeted not just regularly, but also deliberately. People in utter despair spend nights at food distribution points only to receive bullets in return || more than 1,800 Palestinians have died trying to obtain humanitarian assistance. At least 1,000 of them were in close proximity to the distribution points that were managed by this pseudo-humanitarian structure. According to reports, civilians have been targeted not just regularly, but also deliberately. People in utter despair spend nights at food distribution points only to receive bullets in return || a policy of terror and oppression against defenceless civilians","On a separate note, we would like to draw your particular attention to the activities of the United States-Israeli Gaza Humanitarian Foundation. Since the Foundation was established this past May, the situation has become tragic and completely unacceptable. According to various estimates, more than 1,800 Palestinians have died trying to obtain humanitarian assistance. At least 1,000 of them were in close proximity to the distribution points that were managed by this pseudo-humanitarian structure. According to reports, civilians have been targeted not just regularly, but also deliberately. People in utter despair spend nights at food distribution points only to receive bullets in return. This is not a humanitarian mission, this is violence camouflaged as good intentions. Under the guise of so-called humanitarian work, there is a policy of terror and oppression against defenceless civilians. Such methods are unacceptable. We are convinced that the work of the Foundation, in its current form, is dangerous and does not comply with universally recognized humanitarian principles. There is no point in denying this.",attribution__ATR-ISR|violence_type__VS|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Pakistan,PAK,2025-03-18,S/PV.9881,S/PV.9881#16,3c8e984f8dbe76dd,Mr. Akram,VD|VS,ATR-ISR,PN1,,,,0.89,1,"the Israeli aggression in the West Bank... settler violence must be reversed || the Israeli aggression in the West Bank... settler violence must be reversed || Fourthly, the Israeli aggression in the West Bank must end. Forced displacement, illegal land annexations and settler violence must be reversed in accordance with resolutions 2720 (2023) and 2334 (2016).","Fourthly, the Israeli aggression in the West Bank must end. Forced displacement, illegal land annexations and settler violence must be reversed in accordance with resolutions 2720 (2023) and 2334 (2016).",attribution__ATR-ISR|violence_type__VS|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Pakistan,PAK,2025-07-16,S/PV.9959,S/PV.9959#20,5223235a0b38a78d,Mr. Ahmad,VS,ATR-ISR,,,,,0.85,1,"Replacing neutral United Nations-led humanitarian operations with the militarized, selectively coordinated structure undermines the neutrality and impartiality that are cornerstones of humanitarian law || Replacing neutral United Nations-led humanitarian operations with the militarized, selectively coordinated structure undermines the neutrality and impartiality that are cornerstones of humanitarian law","Fourthly, the current aid mechanism sets a dangerous precedent. Replacing neutral United Nations-led humanitarian operations with the militarized, selectively coordinated structure undermines the neutrality and impartiality that are cornerstones of humanitarian law. The consequences will reverberate beyond Gaza, endangering civilian protection in future conflicts.",attribution__ATR-ISR|violence_type__VS
C1,P3-P5_ceasefire_1_to_ceasefire_2,Russian Federation,RUS,2025-01-28,S/PV.9852,S/PV.9852#9,af075478e0602a95,Mr. Nebenzia,VS,ATR-ISR,PN1,,I1|I2,SYM,0.767,0,"the implementation of the laws banning UNRWA activities will deal a serious blow to the prospects of a ceasefire || the implementation of the laws banning UNRWA activities will deal a serious blow to the prospects of a ceasefire || the implementation of the laws banning UNRWA activities will deal a serious blow to the prospects of a ceasefire, one that we all have a stake in and that is already fragile.","For our part, we reaffirm our readiness to participate in developing any United Nations initiatives, including within the Security Council, aimed at maintaining UNRWA’s presence in the occupied Palestinian territory and at ensuring the safety of its personnel. We support the calls made on Israel by the Secretary-General and the UNRWA Commissioner-General, and we demand that Israel uphold its international legal obligations and repeal the legislation mentioned. It is important to bear in mind that the implementation of the laws banning UNRWA activities will deal a serious blow to the prospects of a ceasefire, one that we all have a stake in and that is already fragile.",attribution__ATR-ISR|violence_type__VS
C1,P3-P5_ceasefire_1_to_ceasefire_2,Russian Federation,RUS,2025-08-05,S/PV.9972,S/PV.9972#14,7e1b8aa6a6a852d5,Mr. Polyanskiy,VD,ATR-ISR,,,,,0.9,1,humanitarian packages crushed to death two medical workers at the Al-Aqsa hospital in Deir al-Balah || humanitarian packages crushed to death two medical workers at the Al-Aqsa hospital in Deir al-Balah,"We are also seriously concerned about the consequences of air drops of food supplies, which resumed in late July. As recently as yesterday, humanitarian packages crushed to death two medical workers at the Al-Aqsa hospital in Deir al-Balah. In recent comments, United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) Commissioner-General Lazzarini warned against the continuation of this highly dangerous and costly means of delivering aid, which is 100 times more expensive than using land routes. Meanwhile, around the perimeter of the Gaza Strip, there are more than 6,000 trucks with food supplies sufficient to sustain the civilian population for several months.",attribution__ATR-ISR|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Algeria,DZA,2025-04-03,S/PV.9891,S/PV.9891#6,96ff20cda7d7bf18,Mr. Bendjama,VD,ATR-ISR,PN0,,,,0.933,1,"Israel, the occupying Power, is responsible for Gaza becoming the deadliest conflict for aid workers, with more than 400 killed; the deadliest conflict for journalists, with 209 journalists killed; the deadliest conflict for medical staff, with more than 1,060 workers killed; and the deadliest conflict for children, with more than 17,000 children killed. || Israel, the occupying Power, is responsible for Gaza becoming the deadliest conflict for aid workers, with more than 400 killed; the deadliest conflict for journalists, with 209 journalists killed; the deadliest conflict for medical staff, with more than 1,060 workers killed; and the deadliest conflict for children, with more than 17,000 children killed. || In order to save lives, we must put an immediate end to the ongoing onslaught, and resolution 2735 (2024) should be fully implemented without delay.","The people of Gaza are facing unthinkable hardship. Israel, the occupying Power, is responsible for Gaza becoming the deadliest conflict for aid workers, with more than 400 killed; the deadliest conflict for journalists, with 209 journalists killed; the deadliest conflict for medical staff, with more than 1,060 workers killed; and the deadliest conflict for children, with more than 17,000 children killed. Those people — those innocent civilians — deserve justice. In order to save lives, we must put an immediate end to the ongoing onslaught, and resolution 2735 (2024) should be fully implemented without delay.",attribution__ATR-ISR|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Türkiye,TUR,2025-07-23,S/PV.9963 (Resumption 1),S/PV.9963 (Resumption 1)#22,0425edfe6a4dac0a,Mr. Yıldız,VD|VS,ATR-ISR,PN1,,,,0.871,1,"Israeli military attacks on Gaza have continued unabated || Israeli military attacks on Gaza have continued unabated || resolution 2735 (2024), which calls for, among other measures, an immediate ceasefire in Gaza and the unhindered flow of humanitarian relief assistance to the besieged Palestinian people in Gaza","In the midst of this desperate situation, Israeli military attacks on Gaza have continued unabated, while the people of Gaza are barred from returning to their homes. This calculated strategy, aimed at forcibly displacing the indigenous Palestinian civilian population of Gaza, represents an unprovoked violation of fundamental human rights and all norms of international law and international humanitarian law. Worse still, these actions are taking place in spite of the explicit provisions of resolution 2735 (2024), which calls for, among other measures, an immediate ceasefire in Gaza and the unhindered flow of humanitarian relief assistance to the besieged Palestinian people in Gaza.",attribution__ATR-ISR|violence_type__VS|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Russian Federation,RUS,2025-08-27,S/PV.9987,S/PV.9987#16,7561fb943b7a4072,Mr. Polyanskiy,VS,ATR-ISR,PN3,,,AB,0.825,1,"the plan for settlement construction in the E1 area || the plan for settlement construction in the E1 area || Minister of Finance Bezalel Smotrich clearly stated that the plan for settlement construction in the E1 area would basically ""bury the idea of a Palestinian State"".","What is frightening in this regard is not only the concept itself or the unambiguous utterances by Israeli officials. For example, Minister of Finance Bezalel Smotrich clearly stated that the plan for settlement construction in the E1 area would basically “bury the idea of a Palestinian State”. Also frightening is the fact that such provocative acts enjoy support from some American senior diplomats. For example, United States Ambassador to Israel Mike Huckabee pointed out that the settlement construction in the E1 area apparently did not violate international law. Such opinions directly run counter to the foundational documents of the Middle East settlement process and to the recent decisions of the Security Council, including resolution 2334 (2016).",attribution__ATR-ISR|violence_type__VS
C1,P3-P5_ceasefire_1_to_ceasefire_2,Algeria,DZA,2025-06-30,S/PV.9950,S/PV.9950#10,346ecd9d9884d1ec,Mr. Koudri,VS,ATR-ISR,,T0,,,0.867,1,"the Israeli occupation, which continues to disregard Security Council resolutions, including resolution 2334 (2016), rendering them dead letters || the Israeli occupation, which continues to disregard Security Council resolutions, including resolution 2334 (2016), rendering them dead letters || the main obstacle to achieving peace in the Middle East is the Israeli occupation, which continues to disregard Security Council resolutions, including resolution 2334 (2016), rendering them dead letters, to be consigned to the archives of oblivion.","That briefing leaves no room for doubt that the main obstacle to achieving peace in the Middle East is the Israeli occupation, which continues to disregard Security Council resolutions, including resolution 2334 (2016), rendering them dead letters, to be consigned to the archives of oblivion.",attribution__ATR-ISR|violence_type__VS|transcend__T0
C1,P3-P5_ceasefire_1_to_ceasefire_2,Pakistan,PAK,2025-08-05,S/PV.9972,S/PV.9972#13,b3de9b3e243de58e,Mr. Ahmad,VD|VS,ATR-ISR|NONE,PN1,T0,,,0.881,1,"The taking of hostages is a clear violation of international law and totally unacceptable. || The taking of hostages is a clear violation of international law and totally unacceptable. || Civilians have suffered the brunt of Israel's war on Gaza. Nothing can justify the indiscriminate killings, the starvation of an entire population, the collective punishment of a besieged people.","The taking of hostages is a clear violation of international law and totally unacceptable. Hostages must be released. This, among others, was a clear demand in the draft resolution of the Council presented by the 10 elected members (see S/2025/353), including Pakistan, in June. At the same time, let us be clear on the gravity of the overall situation on the ground. And it is not just us, here in the Security Council, or the wider membership in the General Assembly, who are watching and who are worried. The entire world is watching in disbelief. Civilians have suffered the brunt of Israel’s war on Gaza. Nothing can justify the indiscriminate killings, the starvation of an entire population, the collective punishment of a besieged people. Not only are these actions morally indefensible, but they also constitute grave breaches of international law, including the Geneva Conventions, and stand in flagrant violation of binding measures issued by the International Court of Justice.",attribution__ATR-ISR|violence_type__VS|transcend__T0|violence_type__VD
C1,P3-P5_ceasefire_1_to_ceasefire_2,Saudi Arabia,SAU,2025-04-30,S/PV.9907 (Resumption 2),S/PV.9907 (Resumption 2)#54,df3cafe4eff497e1,Mr. Alwasil,VS,NONE,PN0,,,,0.85,1,"The siege and systematic violence and the denial of access to basic humanitarian assistance, such as food, medicine and drinking water, is exacerbating the suffering of the Palestinian people. It is categorically unacceptable to use starvation as a weapon or as a tool to exert pressure and punish the innocent. || The siege and systematic violence and the denial of access to basic humanitarian assistance, such as food, medicine and drinking water, is exacerbating the suffering of the Palestinian people. It is categorically unacceptable to use starvation as a weapon or as a tool to exert pressure and punish the innocent. || We therefore call on the Council to shoulder its responsibilities and to seriously intervene to put an end to the catastrophe.","The continuation of the crisis for more than a year is clear evidence of the Security Council’s inability to put an end those violations and guarantee the minimum basic rights of the Palestinian people. The siege and systematic violence and the denial of access to basic humanitarian assistance, such as food, medicine and drinking water, is exacerbating the suffering of the Palestinian people. It is categorically unacceptable to use starvation as a weapon or as a tool to exert pressure and punish the innocent. We must not remain silent in the face of that situation. We therefore call on the Council to shoulder its responsibilities and to seriously intervene to put an end to the catastrophe.",violence_type__VS
C1,P3-P5_ceasefire_1_to_ceasefire_2,Pakistan,PAK,2025-08-27,S/PV.9987,S/PV.9987#17,3948946a6ab98af9,Mr. Ahmad,VS,ATR-ISR,PN3,T4,I1,SYM,0.85,1,"The occupation must end || The occupation must end || Lasting peace requires a credible political horizon, one grounded in international law, leading to the realization of a sovereign, viable and contiguous Palestinian State, based on the pre-1967 borders, with Al-Quds Al-Sharif as its capital.","Lasting peace requires a credible political horizon, one grounded in international law, leading to the realization of a sovereign, viable and contiguous Palestinian State, based on the pre-1967 borders, with Al-Quds Al-Sharif as its capital. The occupation must end, for that is the actual root cause of instability in the Middle East.",attribution__ATR-ISR|violence_type__VS
C1,P3-P5_ceasefire_1_to_ceasefire_2,Algeria,DZA,2025-09-23,S/PV.10003,S/PV.10003#8,430cf5aa0e63498c,Mr. Attaf,VS,ATR-ISR,,T0,,,0.867,1,"the Israeli occupation is seeking to redraw the borders of the region according to its whims and delusions, based on one of its most dangerous myths — that of a ""Greater Israel"" || the Israeli occupation is seeking to redraw the borders of the region according to its whims and delusions, based on one of its most dangerous myths — that of a ""Greater Israel"" || the Israeli occupation is seeking to redraw the borders of the region according to its whims and delusions, based on one of its most dangerous myths — that of a ""Greater Israel"".","Secondly, the Israeli occupation is seeking to redraw the borders of the region according to its whims and delusions, based on one of its most dangerous myths — that of a “Greater Israel”.",attribution__ATR-ISR|violence_type__VS|transcend__T0
C1,P3-P5_ceasefire_1_to_ceasefire_2,Saudi Arabia,SAU,2025-04-30,S/PV.9907 (Resumption 2),S/PV.9907 (Resumption 2)#54,f77c5066049b9744,Mr. Alwasil,VD|VS,ATR-ISR,,,,,0.85,1,repeated attacks by the Israeli occupation forces on Syrian territories || repeated attacks by the Israeli occupation forces on Syrian territories || attempts by the Israeli occupation authorities to threaten the security and stability of Syria by violating international law,The Kingdom also strongly condemns and denounces the repeated attacks by the Israeli occupation forces on Syrian territories and renews its categorical rejection of the attempts by the Israeli occupation authorities to threaten the security and stability of Syria by violating international law. We call on the international community to stand firmly and seriously against the ongoing violations in Syria and the region. We call for concerted regional and international efforts to put an end to those violations and ensure respect for the sovereignty and territorial integrity of Syria and the lifting of the unjustified economic sanctions that undermine the interests of the Syrian people as soon as possible.,attribution__ATR-ISR|violence_type__VS|violence_type__VD
C1,outside,Russian Federation,RUS,2023-09-27,S/PV.9425,S/PV.9425#11,0f227731404190f2,Mr. Nebenzia,VC|VD|VS,ATR-ISR,,T1,,,0.85,0,"Israeli radicals are making provocative visits to the Al-Aqsa Mosque compound on a near-daily basis || Israeli radicals are making provocative visits to the Al-Aqsa Mosque compound on a near-daily basis || Israeli radicals are making provocative visits to the Al-Aqsa Mosque compound on a neardaily basis, and more than 1,200 Palestinians are in administrative detention in Israeli prisons.","Meanwhile, Israeli radicals are making provocative visits to the Al-Aqsa Mosque compound on a neardaily basis, and more than 1,200 Palestinians are in administrative detention in Israeli prisons. Of particular concern is the increase in violence against minors — more than 40 Palestinian children have been killed since the beginning of the year — and the demolition of educational institutions, including some that were built with donor funds.",attribution__ATR-ISR|violence_type__VS|violence_type__VD|transcend__T1
C1,outside,Russian Federation,RUS,2023-09-27,S/PV.9425,S/PV.9425#11,34119580c9d7de56,Mr. Nebenzia,VD|VS,ATR-ISR,,T1,,,0.88,1,"violent raids || violent raids || It is once again clear that the continuing explosive situation is a direct consequence of Israel's aggressive illegal actions in the occupied Palestinian territories, including violent raids, arbitrary arrests, settler extremism and unprecedented settlement expansion, coupled with forced evictions of Palestinian families, the confiscation of their property, the legalization of settlement outposts and violations of the status quo of the holy sites of Jerusalem.","We listened carefully to the Special Coordinator’s assessment of the continuing tensions in the West Bank against the backdrop of Israel’s increasing unilateral steps to create irreversible facts on the ground. It is once again clear that the continuing explosive situation is a direct consequence of Israel’s aggressive illegal actions in the occupied Palestinian territories, including violent raids, arbitrary arrests, settler extremism and unprecedented settlement expansion, coupled with forced evictions of Palestinian families, the confiscation of their property, the legalization of settlement outposts and violations of the status quo of the holy sites of Jerusalem.",attribution__ATR-ISR|violence_type__VS|violence_type__VD|transcend__T1
C1,outside,Russian Federation,RUS,2023-09-27,S/PV.9425,S/PV.9425#11,3faa7f2803ff582d,Mr. Nebenzia,VC|VD|VS,ATR-ISR,,T1,,,0.85,0,"some 600 settler attacks on Palestinians in the occupied Palestinian territories || some 600 settler attacks on Palestinians in the occupied Palestinian territories || the Israeli authorities decided to simplify the administrative procedures required to approve the construction of more than 4,500 housing units in the West Bank, in violation of the provisions of the relevant decisions of the Council and international law.","Since the beginning of this year, the Office for the Coordination of Humanitarian Affairs has recorded some 600 settler attacks on Palestinians in the occupied Palestinian territories, which have occurred against the backdrop of the Israeli leadership’s plans to increase the number of Israelis living in the northern West Bank from the current 170,000 to 1 million by 2050, with an estimated $200 million allocated for that illegal activity. Furthermore, the Israeli authorities decided to simplify the administrative procedures required to approve the construction of more than 4,500 housing units in the West Bank, in violation of the provisions of the relevant decisions of the Council and international law. In parallel, the Government of Israel has approved and funded a plan to preserve Israeli archaeological sites in Area C in order to “strengthen the Jewish roots in Judea and Samaria”.",attribution__ATR-ISR|violence_type__VS|violence_type__VD|transcend__T1
C1,outside,Russian Federation,RUS,2023-08-21,S/PV.9400,S/PV.9400#15,6328c8c68824e017,Mr. Polyanskiy,VD|VS,ATR-ISR,,,,,0.883,1,"Israeli settlement construction and the legalization of outposts in the occupied Palestinian territories || Israeli settlement construction and the legalization of outposts in the occupied Palestinian territories || violent Israeli military raids in the West Bank — in Nablus, Jericho and Jenin","The greatest threats remain the unprecedented pace of Israeli settlement construction and the legalization of outposts in the occupied Palestinian territories, as well as violent Israeli military raids in the West Bank — in Nablus, Jericho and Jenin — as well as systematic violations of the status quo of the holy sites of Jerusalem, in particular through provocative visits by representatives of the Israeli leadership to the Al-Aqsa Mosque compound.",attribution__ATR-ISR|violence_type__VS|violence_type__VD
C1,outside,Russian Federation,RUS,2023-08-21,S/PV.9400,S/PV.9400#15,5c905b14aca684a6,Mr. Polyanskiy,VD,ATR-ISR,,,,,0.9,1,The July Israeli operation in Jenin alone resulted in more than 140 casualties || The July Israeli operation in Jenin alone resulted in more than 140 casualties,"This year also risks becoming one of the bloodiest on record, with more than 200 Palestinians already killed, including women and minors, and thousands more wounded. The July Israeli operation in Jenin alone resulted in more than 140 casualties.",attribution__ATR-ISR|violence_type__VD
C1,outside,China,CHN,2023-09-27,S/PV.9425,S/PV.9425#7,5cb57c53de08239e,Mr. Geng Shuang,VD|VS,ATR-ISR|NONE,PN1|PN2,,,SYM,0.861,1,The 50-year-long occupation has severely hindered Palestinian economic and social development || The 50-year-long occupation has severely hindered Palestinian economic and social development || calls on Palestine and Israel to break the cycle of violence and achieve common security through dialogue and cooperation,"Thirdly, it is important to ensure economic development and people’s livelihood and to break the cycle of violence. The 50-year-long occupation has severely hindered Palestinian economic and social development, and the recurrent violence and conflicts continue to exacerbate the suffering of the Palestinian people. China condemns all violence against civilians in the occupied Palestinian territory, opposes all acts of provocation and incitement and calls on Palestine and Israel to break the cycle of violence and achieve common security through dialogue and cooperation. We urge the occupying Power to fulfil its obligations under international law, to relax and remove unreasonable restrictions on the movement of Palestinian goods and land use and to lift the blockade of the Gaza Strip as soon as possible. The international community should continue to increase development and humanitarian assistance to Palestine and to support Palestine in meeting its economic and livelihood needs. As we speak, a 100-strong Palestinian delegation is competing in 16 events of the Asian Games being held in Hangzhou, China. The Asian Games represent the lofty aspiration of our peoples for peace, tolerance and unity. We sincerely wish the Palestinian athletes great success in showcasing their sportsmanship and in kindling hope.",attribution__ATR-ISR|violence_type__VS|violence_type__VD
C1,outside,China,CHN,2023-08-21,S/PV.9400,S/PV.9400#7,a1280cd132d4b006,Mr. Zhang Jun,VD|VS,ATR-ISR,PN1,,,,0.879,1,"More than 40 Palestinian children have been killed since the beginning of this year || More than 40 Palestinian children have been killed since the beginning of this year || We condemn all violence against civilians and the killing and abuse of children, and we oppose the excessive use of force by security forces. All the parties concerned must exercise calm and restraint, and the occupying Power should earnestly fulfil its obligations under international law and ensure the safety and security of the population and their property in the occupied territory.","First, it is imperative to oppose violence and incitement to violence and to earnestly uphold international law. The situation on the ground has remained tense for some time, with negative incidents happening in quick succession and leading to escalations of violence and civilian casualties. More than 40 Palestinian children have been killed since the beginning of this year, and we are deeply concerned about that. We condemn all violence against civilians and the killing and abuse of children, and we oppose the excessive use of force by security forces. All the parties concerned must exercise calm and restraint, and the occupying Power should earnestly fulfil its obligations under international law and ensure the safety and security of the population and their property in the occupied territory. The barbaric expansion of settlements continues to change the status quo in the occupied territory, in violation of international law and Council resolutions, and is further exacerbating the confrontation between Palestine and Israel. We urge for an end to all settlement activities and to the escalating settler violence. The holy sites in Jerusalem have a bearing on the religious sentiments of the followers. We must take a clear stand against irresponsible provocation and incitement and earnestly respect the historical status quo of the holy sites and Jordan’s custodianship of them.",attribution__ATR-ISR|violence_type__VS|violence_type__VD
C1,outside,Russian Federation,RUS,2023-08-21,S/PV.9400,S/PV.9400#15,9d4332193b58d69b,Mr. Polyanskiy,VS,ATR-ISR,,,,,0.875,1,"the forced eviction of Palestinian families from their homes in East Jerusalem and Area C in the West Bank || the forced eviction of Palestinian families from their homes in East Jerusalem and Area C in the West Bank || the Israeli Government reportedly has approved and financed a plan to preserve Israeli archaeological sites in Area C in the West Bank in order to ""strengthen roots in Judea and Samaria""","This year, the Israeli authorities used a simplified procedure to approve plans to build more than 12,000 housing units, accompanied by the forced eviction of Palestinian families from their homes in East Jerusalem and Area C in the West Bank, including as a result of illegal actions by settlers. Against that backdrop, the Israeli Government reportedly has approved and financed a plan to preserve Israeli archaeological sites in Area C in the West Bank in order to “strengthen roots in Judea and Samaria”. Those plans are in direct violation of the Oslo Accords, as well as a number of international treaties on the protection of cultural property in the context of occupation.",attribution__ATR-ISR|violence_type__VS
